,metaboliteID,microbeID,edgeType,pvalue
7759,2122,870,2,1.59E-07
16632,2011,9,3,2.25E-08
14096,2217,878,2,3.60E-10
7719,2122,133,2,3.60E-10
8457,2133,338,2,4.41E-13
23633,2122,135,3,1.11E-16
21098,2081,54,3,0.000778944
24344,2133,122,3,2.95E-09
23682,2122,1007,3,4.41E-13
24395,2133,952,3,1.11E-16
31409,2238,135,3,0.000778944
5195,2081,125,2,0.000778944
24397,2133,964,3,1.11E-16
23616,2122,9,3,6.24E-06
23766,2125,119,3,0.000778944
28911,2201,455,3,3.60E-10
8487,2133,966,2,0.000172162
7714,2122,124,2,1.59E-07
23642,2122,161,3,4.39E-12
29058,2203,460,3,2.95E-09
31599,2240,966,3,0.000172162
24424,2134,134,3,0.000172162
24345,2133,123,3,1.11E-16
7710,2122,119,2,4.39E-12
24384,2133,551,3,6.24E-06
23630,2122,131,3,0.000172162
31407,2238,133,3,0.000778944
29037,2203,152,3,3.44E-05
7740,2122,420,2,1.04E-06
24380,2133,464,3,1.11E-16
8488,2133,968,2,3.44E-05
5193,2081,123,2,0.000778944
7748,2122,464,2,2.95E-09
31088,2233,878,3,0.000778944
24338,2133,54,3,4.16E-14
786,2011,1007,2,0.000778944
24400,2133,968,3,3.44E-05
31415,2238,157,3,4.39E-12
16674,2011,460,3,3.44E-05
8426,2133,54,2,4.39E-12
7715,2122,125,2,1.04E-06
9010,2141,124,2,1.04E-06
23625,2122,123,3,1.11E-16
31404,2238,126,3,3.44E-05
7711,2122,121,2,1.04E-06
7718,2122,131,2,6.24E-06
23769,2125,123,3,1.59E-07
9029,2141,314,2,3.33E-16
7745,2122,457,2,2.95E-09
21158,2081,965,3,2.25E-08
7768,2122,968,2,2.25E-08
31403,2238,125,3,6.24E-06
14058,2217,137,2,3.44E-05
7735,2122,326,2,1.11E-16
15824,2242,878,2,1.04E-06
7732,2122,309,2,1.59E-07
31542,2240,119,3,0.000172162
24371,2133,401,3,3.66E-15
16681,2011,608,3,3.44E-05
16691,2011,952,3,2.25E-08
31586,2240,796,3,0.000778944
9006,2141,119,2,0.000172162
23671,2122,870,3,3.33E-16
9064,2141,968,2,3.60E-10
21135,2081,455,3,0.000778944
31398,2238,119,3,1.04E-06
7733,2122,314,2,4.11E-11
31596,2240,953,3,1.04E-06
15176,2233,878,2,4.41E-13
9066,2141,1007,2,0.000778944
31600,2240,968,3,3.44E-05
23634,2122,137,3,4.16E-14
13005,2201,484,2,0.000778944
18458,2038,161,3,6.24E-06
31572,2240,420,3,0.000778944
23678,2122,965,3,1.11E-16
23648,2122,329,3,6.24E-06
31546,2240,124,3,3.44E-05
29054,2203,454,3,3.44E-05
3807,2061,966,2,0.000778944
28898,2201,161,3,6.24E-06
23829,2125,1064,3,3.44E-05
9037,2141,425,2,2.25E-08
15151,2233,326,2,0.000778944
14090,2217,796,2,0.000778944
15184,2233,968,2,3.44E-05
23823,2125,966,3,0.000778944
5186,2081,54,2,0.000172162
23810,2125,796,3,0.000778944
24368,2133,329,3,0.000172162
7754,2122,796,2,1.59E-07
24968,2141,878,3,0.000778944
9028,2141,309,2,0.000172162
13383,2206,966,2,0.000778944
24374,2133,454,3,2.25E-08
23619,2122,55,3,0.000172162
7764,2122,953,2,3.33E-16
31560,2240,158,3,2.95E-09
7775,2122,1099,2,0.000172162
14073,2217,338,2,0.000172162
31592,2240,878,3,0.000172162
15134,2233,131,2,3.44E-05
18457,2038,159,3,6.24E-06
7760,2122,878,2,1.04E-06
23772,2125,126,3,1.04E-06
24402,2133,1007,3,1.59E-07
8427,2133,55,2,1.04E-06
31446,2238,814,3,1.59E-07
9038,2141,454,2,6.24E-06
23821,2125,964,3,0.000172162
7738,2122,339,2,6.24E-06
23624,2122,122,3,2.25E-08
9027,2141,260,2,2.25E-08
24463,2134,870,3,0.000778944
9031,2141,326,2,3.44E-05
23819,2125,952,3,3.44E-05
24401,2133,969,3,6.24E-06
8469,2133,484,2,1.04E-06
23656,2122,456,3,4.11E-11
7752,2122,551,2,2.95E-09
7771,2122,1052,2,3.44E-05
16680,2011,551,3,0.000778944
31425,2238,338,3,0.000778944
14051,2217,125,2,0.000778944
7708,2122,75,2,0.000172162
23799,2125,455,3,3.44E-05
31071,2233,455,3,0.000778944
7728,2122,158,2,2.95E-09
31551,2240,133,3,3.44E-05
7712,2122,122,2,3.44E-05
23679,2122,966,3,1.04E-06
15163,2233,461,2,3.44E-05
23777,2125,135,3,6.24E-06
6104,2094,878,2,3.44E-05
9639,2149,966,2,0.000778944
8432,2133,122,2,0.000778944
31435,2238,461,3,2.25E-08
24369,2133,338,3,3.44E-05
24421,2134,129,3,0.000778944
23627,2122,125,3,1.04E-06
31598,2240,965,3,0.000778944
8478,2133,814,2,0.000172162
16675,2011,461,3,0.000778944
7767,2122,966,2,4.16E-14
23798,2125,454,3,0.000172162
23650,2122,339,3,1.04E-06
23804,2125,464,3,1.04E-06
31553,2240,135,3,3.44E-05
5229,2081,484,2,1.59E-07
23639,2122,157,3,2.95E-09
9060,2141,953,2,2.25E-08
14050,2217,124,2,0.000778944
15149,2233,314,2,1.04E-06
8474,2133,796,2,0.000778944
9007,2141,121,2,0.000778944
24391,2133,870,3,3.33E-16
31426,2238,339,3,1.04E-06
7753,2122,608,2,1.04E-06
16698,2011,1007,3,2.25E-08
23637,2122,152,3,0.000172162
31559,2240,157,3,0.000172162
7720,2122,134,2,0.000778944
24376,2133,456,3,0.000172162
7758,2122,814,2,0.000778944
23775,2125,133,3,6.24E-06
8498,2134,54,2,1.04E-06
16670,2011,454,3,6.24E-06
28897,2201,159,3,3.44E-05
7727,2122,157,2,1.59E-07
31601,2240,969,3,6.24E-06
24386,2133,796,3,3.44E-05
25959,2155,455,3,0.000778944
31405,2238,129,3,1.59E-07
7743,2122,455,2,3.44E-05
8480,2133,878,2,3.44E-05
9065,2141,969,2,0.000778944
8490,2133,1007,2,0.000172162
14110,2217,1065,2,6.24E-06
7747,2122,461,2,3.44E-05
7705,2122,46,2,0.000172162
